"carat","cut","color","clarity","depth","table","price","x","y","z","V11"
"294",0.72,"Ideal","G","VS2",61.9,58,11172,5.72,5.75,3.55,0.304378725588322
"295",0.74,"Ideal","H","VS1",61.8,58,12629,5.77,5.81,3.58,0.223875845782459
"296",0.74,"Ideal","H","VS1",61.6,56,12019,5.81,5.82,3.58,0.800392051227391
"297",0.7,"Fair","G","VVS1",58.8,66,3137,5.81,5.9,3.44,0.354179153917357
"298",0.8,"Premium","F","SI2",61,57,8439,6.03,6.01,3.67,0.695928419707343
"299",1.01,"Fair","E","SI2",67.4,60,NA,6.19,6.05,4.13,0.0168291230220348
"300",0.8,"Very Good","H","VS2",63.4,60,6562,5.92,5.82,3.72,0.811816126573831
"301",0.77,"Ideal","I","VS1",61.5,59,11382,5.87,5.91,3.62,0.199211597442627
"302",0.83,"Very Good","E","SI2",58,62,6108,6.19,6.25,3.61,0.471417475491762
"303",0.82,"Ideal","F","SI2",62.4,54,11187,5.97,6.02,3.74,0.743751454632729
"304",0.78,"Ideal","D","SI1",61.9,57,14590,5.91,5.86,3.64,0.149884736863896
"305",0.6,"Very Good","G","IF",61.6,56,NA,5.43,5.46,3.35,0.0112789259292185
"306",0.9,"Good","I","SI2",62.2,59,5967,6.07,6.11,3.79,0.259958103997633
"307",0.7,"Premium","E","VS1",62.2,58,8097,5.6,5.66,3.5,0.399614336900413
"308",0.9,"Very Good","I","SI2",61.3,56,6590,6.17,6.23,3.8,0.960973587585613
"309",0.83,"Ideal","G","SI1",62.3,57,13087,5.99,6.08,3.76,0.41334618953988
"310",0.83,"Ideal","G","SI1",61.8,57,12269,6.03,6.07,3.74,0.957374445628375
"311",0.83,"Very Good","H","SI1",62.5,59,7647,5.95,6.02,3.74,0.220185096608475
"312",0.74,"Premium","G","VS1",62.9,60,9818,5.74,5.68,3.59,0.964954835362732
"313",0.79,"Ideal","I","VS1",61.8,59,12326,5.92,5.95,3.67,0.775119222933426
"314",0.61,"Ideal","G","IF",62.3,56,13174,5.43,5.45,3.39,0.178933891700581
"315",0.76,"Fair","G","VS1",59,70,2941,5.89,5.8,3.46,0.230838760500774
"316",0.96,"Ideal","F","I1",60.7,55,13801,6.37,6.41,3.88,0.867129203397781
"317",0.73,"Ideal","F","VS2",62.5,55,12764,5.8,5.76,3.61,0.676038036355749
"318",0.73,"Premium","F","VS2",62.7,58,9184,5.76,5.7,3.59,0.419645739719272
"319",0.75,"Ideal","H","SI1",60.4,57,14295,5.93,5.96,3.59,0.942779766395688
"320",0.71,"Premium","F","VS2",62.1,58,9997,5.7,5.67,3.53,0.327337651979178
"321",0.71,"Good","F","VS2",57.8,60,5235,5.9,5.87,3.4,0.593462488381192
"322",0.71,"Good","F","VS2",63.8,58,5445,5.64,5.61,3.59,0.683526983717456
"323",0.71,"Premium","F","VS2",62.8,57,9295,5.69,5.64,3.56,0.569105272414163
"324",1.04,"Premium","G","I1",62.2,58,9097,6.46,6.41,4,0.347670262446627
"325",1,"Premium","J","SI2",62.3,58,8563,6.45,6.34,3.98,0.612959354417399
"326",0.87,"Very Good","G","SI2",59.9,58,6916,6.19,6.23,3.72,0.985188198275864
"327",0.53,"Ideal","F","IF",61.9,54,14869,5.22,5.25,3.24,0.113958751084283
"328",0.72,"Premium","E","VS2",63,55,9987,5.79,5.61,3.59,0.767915896140039
"329",0.72,"Premium","F","VS1",62.4,58,9506,5.83,5.7,3.6,0.601091888733208
"330",0.7,"Very Good","F","VS2",62.9,58,6714,5.63,5.65,3.55,0.157844440545887
"331",0.74,"Very Good","E","SI1",63.5,56,7115,5.74,5.79,3.66,0.920668338658288
"332",0.71,"Ideal","G","VS2",61.3,56,14144,5.75,5.71,3.51,0.51658948417753
"333",0.73,"Ideal","E","SI1",60.6,54,10518,5.84,5.89,3.55,0.372562338830903
"334",0.7,"Good","G","VS1",65.1,58,4098,5.56,5.59,3.63,0.937830017646775
"335",0.71,"Premium","F","VS2",62.6,58,9674,5.7,5.67,3.56,0.793298909906298
"336",0.71,"Premium","F","VS2",58,62,8614,5.85,5.81,3.38,0.844569258857518
"337",0.71,"Premium","G","VS1",62.4,61,8662,5.7,5.65,3.54,0.127829511184245
"338",0.77,"Premium","G","VS2",61.3,57,9092,5.93,5.88,3.62,0.409844483714551
"339",0.71,"Premium","G","VS2",59.9,60,8270,5.81,5.77,3.47,0.692328088684008
"340",0.78,"Premium","G","VS2",60.8,58,9840,6.03,5.95,3.64,0.516968647949398
"341",0.71,"Very Good","G","VS1",63.5,55,6908,5.66,5.64,3.59,0.652158610057086
"342",0.91,"Ideal","D","SI2",62.2,57,12712,6.21,6.15,3.85,0.936019352404401
"343",0.71,"Very Good","E","VS2",63.8,58,7439,5.62,5.66,3.6,0.356200878508389
"344",0.71,"Very Good","E","VS2",64,57,7871,5.66,5.68,3.63,0.708085343940184
"345",0.8,"Very Good","E","SI2",62.5,56,6071,5.88,5.96,3.7,0.882205081637949
"346",0.7,"Very Good","D","SI1",62.3,58,7073,5.69,5.73,3.56,0.437779907835647
"347",0.72,"Ideal","F","VS1",61.7,57,13181,5.74,5.77,3.55,0.703840187517926
"348",0.72,"Very Good","F","VS1",62.2,58,6668,5.75,5.7,3.56,0.535040339687839
"349",0.82,"Ideal","H","VS2",61.5,56,14191,6.01,6.08,3.72,0.14563960256055
"350",0.7,"Ideal","D","SI1",61,59,11197,5.68,5.7,3.47,0.212774590123445
"351",0.72,"Ideal","D","SI1",62.2,56,14526,5.74,5.77,3.58,0.475946243852377
"352",0.72,"Ideal","D","SI1",61.5,54,13145,5.77,5.8,3.56,0.452841499587521
"353",0.9,"Fair","I","SI1",67.3,59,2483,5.93,5.84,3.96,0.4764980354812
"354",0.74,"Premium","F","VS2",61.7,58,8869,5.85,5.78,3.59,0.237505982164294
"355",0.74,"Premium","F","VS2",61.9,56,8312,5.8,5.77,3.58,0.297125385841355
"356",0.73,"Ideal","E","SI2",61.8,58,12365,5.77,5.81,3.58,0.824749319581315
"357",0.57,"Fair","E","VVS1",58.7,66,2556,5.34,5.43,3.16,0.986998970853165
"358",0.73,"Premium","F","VS2",62.5,57,8776,5.75,5.7,3.58,0.66417006845586
"359",0.72,"Ideal","G","VS2",62.8,56,14268,5.74,5.7,3.59,0.505132268182933
"360",0.74,"Fair","F","VS2",61.1,68,3906,5.82,5.75,3.53,0.958738888148218
"361",0.82,"Good","G","VS2",64,57,4114,5.92,5.89,3.78,0.821342852665111
"362",0.81,"Very Good","G","SI1",62.5,60,6739,5.89,5.94,3.69,0.510231881402433
"363",0.75,"Very Good","H","VVS1",60.6,58,7286,5.85,5.9,3.56,0.553546768147498
"364",0.7,"Ideal","F","SI1",61.6,55,10144,5.72,5.74,3.53,0.55575677822344
"365",0.71,"Very Good","F","VS1",62.2,58,6137,5.66,5.72,3.54,0.633433372946456
"366",0.71,"Very Good","F","VS1",60,57,7566,5.84,5.9,3.52,0.419465790502727
"367",0.93,"Premium","J","SI2",61.9,57,9168,6.21,6.19,3.84,0.174268440809101
"368",0.8,"Very Good","H","VS2",62.8,57,6268,5.87,5.91,3.7,0.239721850026399
"369",0.7,"Very Good","F","VS1",62,57,6983,5.64,5.71,3.52,0.873586867004633
"370",1,"Fair","G","I1",66.4,59,3411,6.16,6.09,4.07,0.217407977674156
"371",0.75,"Very Good","G","VS2",63.4,56,NA,5.78,5.74,3.65,0.0889046085067093
"372",0.58,"Ideal","E","VVS2",60.9,56,14409,5.41,5.43,3.3,0.980982894077897
"373",0.73,"Very Good","D","SI1",63.1,57,6127,5.74,5.7,3.61,0.551381591474637
"374",0.81,"Very Good","F","SI1",63.1,59,7992,5.85,5.79,3.67,0.306181175168604
"375",0.81,"Premium","D","SI2",59.2,57,8577,6.15,6.05,3.61,0.791442414512858
"376",0.71,"Premium","F","SI1",60.7,54,8671,5.84,5.8,3.53,0.71907290071249
"377",1.2,"Fair","F","I1",64.6,56,3278,6.73,6.66,4.33,0.950616912683472
"378",0.7,"Very Good","F","VS1",61.8,56,6111,5.63,5.7,3.5,0.245322915958241
"379",0.7,"Very Good","F","VS1",59.9,60,6461,5.77,5.84,3.48,0.345326291397214
"380",0.74,"Ideal","D","SI2",61.7,55,11790,5.81,5.85,3.6,0.593733575195074
"381",0.7,"Good","F","VS1",62.8,61,4795,5.57,5.61,3.51,0.230840826872736
"382",0.8,"Good","G","SI1",62.7,57,4808,5.84,5.93,3.69,0.414821706712246
"383",0.75,"Very Good","F","SI1",63.4,58,7430,5.72,5.76,3.64,0.88770852307789
"384",0.83,"Very Good","D","SI1",63.5,54,6665,5.98,5.95,3.79,0.190353253856301
"385",1,"Fair","J","VS2",65.7,59,2280,6.14,6.07,4.01,0.699095999822021
"386",0.99,"Fair","I","SI2",68.1,56,2673,6.21,6.06,4.18,0.74824774172157
"387",0.7,"Very Good","G","VS1",63,60,NA,5.57,5.64,3.53,0.0511909630149603
"388",0.7,"Very Good","F","VS2",59.5,58,7858,5.75,5.85,3.45,0.154865534976125
"389",0.7,"Good","E","SI1",63.5,59,4538,5.49,5.53,3.5,0.239579122280702
"390",0.7,"Very Good","F","VS2",61.7,58,7114,5.63,5.69,3.49,0.640744388569146
"391",0.32,"Premium","I","SI1",62.7,58,9796,4.37,4.34,2.73,0.567809544038028
"392",0.32,"Premium","I","SI1",62.8,58,8106,4.39,4.34,2.74,0.511494715232402
"393",0.32,"Ideal","I","SI1",62.4,57,13806,4.37,4.35,2.72,0.261282997671515
"394",0.32,"Premium","I","SI1",61,59,9827,4.39,4.36,2.67,0.809955887263641
"395",0.32,"Very Good","I","SI1",63.1,56,7096,4.39,4.36,2.76,0.671804475598037
"396",0.32,"Ideal","I","SI1",60.7,57,11529,4.47,4.42,2.7,0.28179432451725
"397",0.3,"Premium","H","SI1",60.9,59,8554,4.31,4.29,2.62,0.543906781123951
"398",0.3,"Premium","H","SI1",60.1,55,9172,4.41,4.38,2.64,0.673595487838611
"399",0.3,"Premium","H","SI1",62.9,58,9261,4.28,4.24,2.68,0.703102618921548
"400",0.3,"Very Good","H","SI1",63.3,56,6468,4.29,4.27,2.71,0.194251406239346
"401",0.3,"Good","H","SI1",63.8,55,4218,4.26,4.2,2.7,0.457421435974538
"402",0.3,"Ideal","H","SI1",62.9,57,10085,4.27,4.22,2.67,0.343561198795214
"403",0.3,"Very Good","H","SI1",63.4,60,6129,4.25,4.23,2.69,0.965361956041306
"404",0.32,"Good","I","SI1",63.9,55,5251,4.36,4.34,2.78,0.610940377926454
"405",0.33,"Ideal","H","SI2",61.4,56,10906,4.85,4.79,2.95,0.839374891482294
"406",0.29,"Very Good","E","VS1",61.9,55,6509,4.28,4.33,2.66,0.733893773518503
"407",0.29,"Very Good","E","VS1",62.4,55,7772,4.2,4.25,2.63,0.471856873016804
"408",0.31,"Very Good","F","SI1",61.8,58,6448,4.32,4.35,2.68,0.504927971865982
"409",0.34,"Ideal","H","VS2",61.5,56,12314,4.47,4.5,2.76,0.108523961855099
"410",0.34,"Ideal","H","VS2",60.4,57,11331,4.54,4.57,2.75,0.166159952292219
"411",0.34,"Ideal","I","VS1",61.8,55,12695,4.48,4.52,2.78,0.465925473021343
"412",0.34,"Ideal","I","VS1",62,56,14338,4.5,4.53,2.8,0.316057748394087
"413",0.3,"Ideal","G","VS1",62.3,56,14529,4.29,4.31,2.68,0.276331825181842
"414",0.29,"Ideal","F","VS1",61.6,56,10343,4.26,4.31,2.64,0.148853992344812
"415",0.35,"Ideal","G","SI1",60.6,56,11960,4.56,4.58,2.77,0.557724273530766
"416",0.43,"Very Good","E","I1",58.4,62,6536,4.94,5,2.9,0.55632084258832
"417",0.32,"Very Good","F","VS2",61.4,58,7403,4.37,4.42,2.7,0.375665254192427
"418",0.36,"Ideal","I","VS2",61.9,56,11505,4.54,4.57,2.82,0.400552429025993
"419",0.3,"Ideal","G","VS2",62,56,11113,4.28,4.3,2.66,0.84619031730108
"420",0.26,"Ideal","E","VS1",61.5,57,13290,4.09,4.12,2.52,0.34165247483179
"421",0.7,"Very Good","F","VS2",62.3,58,NA,5.64,5.72,3.54,0.0924935857765377
"422",0.7,"Very Good","F","VS2",60.9,61,7631,5.66,5.71,3.46,0.360223084222525
"423",0.71,"Ideal","D","SI1",62.4,57,10674,5.69,5.72,3.56,0.196438078070059
"424",0.99,"Fair","J","SI1",55,61,2176,6.72,6.67,3.68,0.746857101563364
"425",0.73,"Premium","E","VS2",58.6,60,8835,5.92,5.89,3.46,0.194092946359888
"426",0.51,"Ideal","F","VVS1",62,57,11101,5.15,5.11,3.18,0.131476479116827
"427",0.91,"Premium","G","SI2",59.8,58,9948,6.3,6.29,3.77,0.335343405837193
"428",0.84,"Very Good","E","SI1",63.4,55,6750,6,5.95,3.79,0.136913547292352
"429",0.91,"Good","I","VS2",64.3,58,5998,6.09,6.05,3.9,0.374643969582394
"430",0.76,"Premium","E","SI1",62.2,59,9285,5.86,5.81,3.63,0.865567583357915
"431",0.76,"Ideal","E","SI1",61.7,57,11228,5.88,5.85,3.62,0.637345962459221
"432",0.75,"Premium","E","SI1",61.1,59,NA,5.86,5.83,3.57,0.0461490647867322
"433",0.55,"Very Good","D","VVS1",61.5,56,6403,5.23,5.27,3.23,0.445587805006653
"434",0.76,"Very Good","F","SI2",58.5,62,7591,5.93,6.01,3.49,0.266509905457497
"435",0.74,"Premium","G","VS1",61.7,58,8103,5.79,5.81,3.58,0.148553295526654
"436",0.7,"Ideal","H","SI1",60.4,56,14066,5.75,5.81,3.49,0.827710055047646
"437",0.7,"Ideal","H","SI1",61.4,56,10553,5.7,5.76,3.52,0.7229883458931
"438",0.7,"Ideal","H","SI1",61.5,55,10954,5.73,5.79,3.54,0.464757974492386
"439",0.7,"Ideal","H","SI1",61.4,56,11575,5.72,5.77,3.53,0.765745831420645
"440",0.9,"Fair","J","VS2",65,56,2048,6.08,6.04,3.94,0.892808547941968
"441",0.95,"Fair","F","SI2",56,60,3708,6.62,6.53,3.68,0.912993421778083
"442",0.89,"Premium","H","SI2",60.2,59,9100,6.26,6.23,3.76,0.692963335197419
"443",0.72,"Premium","E","VS2",58.3,58,9540,5.99,5.92,3.47,0.595995039446279
"444",0.96,"Fair","E","SI2",53.1,63,3237,6.73,6.65,3.55,0.574419710086659
"445",1.02,"Premium","G","I1",60.3,58,8913,6.55,6.5,3.94,0.262357347412035
"446",0.78,"Very Good","I","VVS2",61.4,56,6485,5.91,5.95,3.64,0.518556012306362
"447",0.61,"Ideal","G","VVS2",60.1,57,12977,5.52,5.54,3.32,0.69139690278098
"448",0.71,"Good","D","VS1",63.4,55,4915,5.61,5.69,3.58,0.196245502913371
"449",0.78,"Premium","F","SI1",61.5,59,8089,5.96,5.88,3.64,0.85121852485463
"450",0.87,"Ideal","H","SI2",62.7,56,13258,6.16,6.13,3.85,0.636730087688193
"451",0.83,"Ideal","H","SI1",62.5,55,NA,6.04,6,3.76,0.0400594179518521
"452",0.71,"Premium","E","SI1",61.3,56,NA,5.78,5.73,3.53,0.0604546249378473
"453",0.71,"Ideal","I","VVS2",60.2,56,10032,5.84,5.89,3.53,0.363564903382212
"454",0.71,"Ideal","E","VS2",62.7,57,10176,5.66,5.64,3.54,0.740481741260737
"455",0.71,"Premium","E","VS2",62.3,58,8948,5.69,5.65,3.53,0.839930017944425
"456",0.63,"Ideal","F","VVS2",61.5,56,14757,5.48,5.52,3.38,0.212329184636474
"457",0.71,"Premium","E","SI1",59.2,59,8634,5.86,5.83,3.46,0.544944682624191
"458",0.71,"Premium","E","SI1",61.8,59,8543,5.75,5.7,3.54,0.363977813860402
"459",0.71,"Ideal","E","SI1",61.3,55,12633,5.77,5.72,3.52,0.102942988043651
"460",0.71,"Premium","E","SI1",61.4,58,8414,5.77,5.73,3.53,0.395936874905601
"461",0.9,"Ideal","J","VS2",62.8,55,13254,6.2,6.16,3.88,0.78800868964754
"462",0.71,"Good","E","SI1",62.8,64,4364,5.6,5.54,3.5,0.791140523273498
"463",0.7,"Premium","E","VS2",62.4,61,8882,5.66,5.63,3.52,0.276779677486047
"464",0.7,"Premium","E","VS2",59.3,60,8789,5.78,5.73,3.41,0.246242275694385
"465",0.7,"Premium","E","VS2",63,60,9678,5.64,5.6,3.54,0.158365544863045
"466",1,"Premium","H","I1",61.3,60,9875,6.43,6.39,3.93,0.277205947320908
"467",0.86,"Premium","F","SI2",59.3,62,9992,6.36,6.22,3.73,0.902624325361103
"468",0.8,"Ideal","H","SI1",61,57,12448,6.07,6,3.68,0.853070326615125
"469",0.7,"Ideal","E","VS1",62.9,57,14654,5.66,5.61,3.54,0.684775494737551
"470",0.7,"Premium","E","VS1",59.6,57,9420,5.91,5.83,3.5,0.111203936394304
"471",0.7,"Premium","F","VS2",61.8,60,8575,5.69,5.64,3.5,0.944081294117495
"472",0.7,"Premium","E","VS1",62.7,57,8071,5.68,5.64,3.55,0.887800887459889
"473",1,"Fair","H","SI2",65.3,62,2883,6.34,6.12,4.08,0.213472661562264
"474",0.72,"Very Good","G","VS1",63.8,58,6742,5.64,5.68,3.61,0.445506692165509
"475",0.72,"Ideal","H","VS1",62.3,56,10382,5.73,5.77,3.58,0.940575594780967
"476",0.7,"Good","F","VS1",59.7,63,5174,5.76,5.79,3.45,0.743776798248291
"477",0.86,"Good","F","SI2",64.3,60,5994,5.97,5.95,3.83,0.19207554939203
"478",0.71,"Ideal","G","VS1",62.9,58,12749,5.66,5.69,3.57,0.751106764189899
"479",0.75,"Ideal","E","SI1",62,57,14871,5.8,5.78,3.59,0.789176678983495
"480",0.73,"Premium","E","VS2",61.6,59,8918,5.77,5.73,3.54,0.625499594025314
"481",0.53,"Ideal","E","VVS1",61.9,55,12659,5.2,5.21,3.22,0.881825423100963
"482",0.73,"Premium","E","SI1",61.3,58,9584,5.83,5.76,3.55,0.35998114477843
"483",0.73,"Good","E","SI1",63.6,57,5188,5.72,5.7,3.63,0.456869943998754
"484",0.73,"Premium","E","SI1",59.6,61,8683,5.92,5.85,3.51,0.334221064345911
"485",0.73,"Premium","E","SI1",62.2,59,9566,5.77,5.68,3.56,0.753150366712362
"486",0.73,"Premium","D","SI1",61.7,55,8594,5.84,5.82,3.6,0.570221277885139
"487",0.73,"Very Good","E","SI1",63.2,58,6658,5.76,5.7,3.62,0.525195060297847
"488",0.7,"Premium","E","VS1",60.8,60,8214,5.74,5.71,3.48,0.561594305327162
"489",0.72,"Premium","E","VS2",60.3,59,9569,5.84,5.8,3.51,0.951590545009822
"490",0.72,"Premium","E","VS2",60.9,60,9916,5.8,5.76,3.52,0.306028440594673
"491",0.72,"Premium","E","VS2",62.4,59,9512,5.77,5.7,3.58,0.155192417092621
"492",0.7,"Premium","E","VS2",60.2,60,8812,5.73,5.7,3.44,0.463259584270418
"493",0.6,"Ideal","F","VVS2",62,55,13447,5.37,5.4,3.34,0.222699522040784
"494",0.74,"Ideal","I","VVS1",60.8,57,11547,5.85,5.89,3.57,0.968809468671679
"495",0.73,"Ideal","F","SI1",62.1,55,12869,5.75,5.78,3.58,0.290620737941936
"496",0.71,"Premium","D","SI1",62.7,60,8382,5.71,5.67,3.57,0.231341530801728
"497",0.71,"Premium","D","SI1",61.3,58,8023,5.75,5.73,3.52,0.447642641607672
"498",0.7,"Premium","D","SI1",60.2,60,9988,5.82,5.75,3.48,0.168564157327637
"499",0.7,"Ideal","D","SI1",60.7,56,12031,5.75,5.72,3.48,0.917064107721671
"500",0.9,"Good","J","VS2",64,61,4459,6.04,6.03,3.86,0.516048358054832
"501",0.71,"Ideal","D","SI1",60.2,56,10471,5.86,5.83,3.52,0.355267580365762
"502",0.7,"Premium","E","VS2",61.5,59,8542,5.73,5.68,3.51,0.411551037337631
"503",0.7,"Premium","E","VS2",62.6,56,8533,5.71,5.66,3.56,0.356670842505991
"504",0.7,"Ideal","D","SI1",59.7,58,10651,5.82,5.77,3.46,0.533838271861896
"505",0.7,"Good","E","SI1",61.4,64,5967,5.71,5.66,3.49,0.397824600338936
"506",0.7,"Ideal","D","SI1",62.5,57,11252,5.62,5.59,3.51,0.790282418485731
"507",0.7,"Ideal","D","SI1",61.8,56,14220,5.73,5.63,3.51,0.352768949465826
"508",0.7,"Premium","E","VS2",60.7,62,9828,5.72,5.68,3.46,0.313264795346186
"509",0.7,"Premium","F","VS2",60.6,58,9454,5.8,5.72,3.49,0.871122661978006
"510",0.7,"Ideal","D","SI1",61.4,54,11071,5.75,5.71,3.52,0.901545389555395
"511",0.79,"Very Good","D","SI2",62.8,59,7929,5.86,5.9,3.69,0.750956082716584
"512",0.9,"Good","I","SI1",63.8,57,4285,6.06,6.13,3.89,0.12035378604196
"513",0.71,"Premium","E","VS2",62.3,58,8596,5.71,5.66,3.54,0.842166691552848
"514",0.61,"Ideal","E","VVS2",61.3,54,11729,5.51,5.59,3.4,0.621021360857412
"515",0.9,"Fair","H","SI2",65.8,54,2572,6.05,5.98,3.96,0.150377004407346
"516",0.71,"Ideal","E","SI1",60.5,56,10837,5.77,5.73,3.47,0.870411565294489
"517",0.71,"Premium","D","VS2",61.2,59,NA,5.74,5.69,3.5,0.0422827748116106
"518",0.77,"Ideal","I","VVS2",62.1,57,14775,5.84,5.86,3.63,0.834671372314915
"519",0.74,"Good","E","VS1",63.1,58,5093,5.73,5.75,3.62,0.695933751994744
"520",0.82,"Ideal","F","SI2",62.4,54,11271,6.02,5.97,3.74,0.23394640465267
"521",0.82,"Premium","E","SI2",60.8,60,9903,6.05,6.03,3.67,0.260550771374255
"522",0.71,"Premium","G","VS1",62.2,59,8085,5.73,5.66,3.54,0.404506599530578
"523",0.83,"Premium","H","SI1",60,59,9201,6.08,6.05,3.64,0.948391115525737
"524",0.73,"Very Good","G","VS1",62,57,6120,5.75,5.8,3.58,0.679634185507894
"525",0.83,"Premium","H","SI1",62.5,59,9301,6.02,5.95,3.74,0.186329703545198
"526",1.17,"Premium","J","I1",60.2,61,8706,6.9,6.83,4.13,0.305493015097454
"527",0.91,"Fair","H","SI2",61.3,67,3190,6.24,6.19,3.81,0.82673687604256
"528",0.73,"Premium","E","VS1",62.6,60,8166,5.75,5.68,3.58,0.913104374194518
"529",0.7,"Good","E","VS1",57.2,59,4073,5.94,5.88,3.38,0.279416033998132
"530",0.9,"Premium","I","SI2",62.2,59,9676,6.11,6.07,3.79,0.693794306833297
"531",0.7,"Premium","E","VS1",62.2,58,NA,5.66,5.6,3.5,0.0606907992623746
"532",0.7,"Very Good","D","VS2",63.3,56,7546,5.6,5.58,3.54,0.489744214108214
"533",0.7,"Premium","E","VS1",59.4,61,9111,5.78,5.74,3.42,0.455282238544896
"534",0.9,"Very Good","I","SI2",63.5,56,6925,6.17,6.07,3.88,0.623962316662073
"535",0.78,"Premium","F","SI1",60.8,60,9891,5.97,5.94,3.62,0.572246165946126
"536",0.96,"Ideal","F","I1",60.7,55,NA,6.41,6.37,3.88,0.0168076152913272
"537",0.7,"Very Good","D","SI1",62.3,59,7928,5.67,5.7,3.54,0.660543344914913
"538",0.72,"Good","D","VS2",64,54,5805,5.68,5.7,3.64,0.840465585933998
"539",0.79,"Premium","H","VVS2",62.6,58,NA,5.96,5.9,3.71,0.0479925943072885
"540",0.7,"Ideal","H","VVS1",61.6,57,14069,5.69,5.74,3.52,0.226441719103605
"541",0.7,"Ideal","H","VVS1",62.3,55,10276,5.66,5.7,3.54,0.264255608897656
"542",0.7,"Ideal","D","SI2",60.6,57,12835,5.74,5.77,3.49,0.490488977404311
"543",1.01,"Premium","H","SI2",61.6,61,9251,6.39,6.31,3.91,0.181349556427449
"544",0.72,"Premium","F","VS1",62.2,58,9354,5.75,5.7,3.56,0.465342998038977
"545",0.8,"Good","E","SI2",63.7,54,4003,5.91,5.87,3.75,0.537472625263035
"546",0.59,"Ideal","E","VVS1",62,56,14315,5.36,5.38,3.33,0.205019921297207
"547",0.72,"Ideal","F","VS1",61.7,57,NA,5.77,5.74,3.55,0.0807821417693049
"548",0.75,"Premium","E","SI2",61.9,57,8851,5.88,5.82,3.62,0.345396619988605
"549",0.8,"Premium","E","SI2",60.2,57,8471,6.05,6.01,3.63,0.435874588321894
"550",0.71,"Very Good","E","VS2",62.7,59,6177,5.65,5.7,3.56,0.307888658018783
"551",0.77,"Very Good","H","SI1",61.7,56,NA,5.84,5.89,3.62,0.00853774487040937
"552",0.97,"Ideal","F","I1",60.7,56,14955,6.41,6.43,3.9,0.809106016997248
"553",0.53,"Ideal","F","VVS1",60.9,57,NA,5.23,5.29,3.19,0.0316236692015082
"554",0.53,"Ideal","F","VVS1",61.8,57,13922,5.16,5.19,3.2,0.490466898772866
"555",0.8,"Ideal","I","VS2",62.1,54.4,13851,5.94,5.99,3.7,0.195365498773754
"556",0.9,"Premium","G","SI1",60.6,62,9129,6.21,6.13,3.74,0.500153176253662
"557",0.76,"Very Good","E","SI2",60.8,60,7342,5.89,5.98,3.61,0.678308426169679
"558",0.72,"Ideal","E","SI1",62.3,57,12480,5.7,5.76,3.57,0.952276167925447
"559",0.75,"Ideal","E","SI1",61.4,57,12024,5.82,5.87,3.59,0.231684758793563
"560",0.72,"Premium","E","SI1",62.1,58,9403,5.73,5.76,3.57,0.414742583641782
"561",0.79,"Ideal","G","SI1",61.8,56,13066,5.93,5.91,3.66,0.695594668621197
"562",0.72,"Very Good","F","VS2",62.5,58,7684,5.71,5.75,3.58,0.638111583190039
"563",0.91,"Very Good","I","SI2",62.8,61,6609,6.15,6.18,3.87,0.649782012216747
"564",0.71,"Premium","G","VVS2",62.1,57,8620,5.75,5.65,3.54,0.401990436716005
"565",0.81,"Premium","G","SI1",63,60,8677,5.87,5.81,3.68,0.127627600217238
"566",0.82,"Ideal","H","SI1",62.5,57,12751,5.91,5.97,3.71,0.456551956012845
"567",0.71,"Premium","F","VS1",62.2,58,9780,5.72,5.66,3.54,0.84303372213617
"568",0.9,"Good","J","SI1",64.3,63,5641,6.05,6.01,3.88,0.109395577339455
"569",0.8,"Very Good","I","VS2",62,58,7810,5.86,5.95,3.66,0.282227646326646
"570",0.56,"Very Good","E","IF",61,59,7796,5.28,5.34,3.24,0.171685037435964
"571",0.7,"Very Good","D","VS2",59.6,61,7045,5.77,5.8,3.45,0.884987987345085
"572",0.7,"Ideal","D","VS2",61,57,14667,5.74,5.76,3.51,0.746112002525479
"573",0.61,"Ideal","F","VVS2",61.7,55,NA,5.45,5.48,3.37,0.0939866104163229
"574",0.85,"Ideal","H","SI2",62.5,57,11282,6.02,6.07,3.78,0.930441570002586
"575",0.7,"Ideal","F","SI1",60.7,57,12360,5.73,5.75,3.49,0.642351210583001
"576",0.8,"Ideal","G","VS2",62.2,56,14140,5.94,5.87,3.67,0.372727192239836
"577",0.8,"Ideal","H","VS2",62.8,57,14627,5.91,5.87,3.7,0.50903935264796
"578",0.51,"Very Good","D","VVS1",59.9,58,7766,5.16,5.19,3.1,0.461723155109212
"579",0.53,"Ideal","F","VVS1",61.4,57,13727,5.2,5.23,3.2,0.46134692709893
"580",0.78,"Ideal","I","VS2",61.8,55,13858,5.92,5.95,3.67,0.632469012634829
"581",0.9,"Very Good","J","SI1",63.4,54,6004,6.17,6.14,3.9,0.247087816474959
"582",0.9,"Fair","G","SI2",65.3,59,3819,6.07,6,3.94,0.123150993138552
"583",0.77,"Ideal","E","SI2",60.7,55,12183,6.01,5.95,3.63,0.373376193456352
"584",0.73,"Ideal","F","VS1",61.2,56,11399,5.89,5.81,3.58,0.780624287668616
"585",0.63,"Ideal","F","VVS2",61.9,57,10706,5.47,5.51,3.4,0.436374750686809
"586",0.7,"Ideal","E","VS2",61.5,54,12216,5.7,5.75,3.52,0.144917850848287
"587",0.72,"Ideal","E","VS2",62.8,57,10791,5.71,5.73,3.59,0.991709623020142
"588",0.72,"Ideal","E","SI1",61,57,12181,5.78,5.8,3.53,0.402125251479447
